Log #,Complaint #,Date,Address #,Street Name,Borough,Postcode,District,Work Reported,Closed,Issued Violation?,Additional Comments,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
11500,09-04-27-053,04/23/2009,44,Laight Street,Mn,10013,TRIN,Noncompliant stair at roof,true,true,,40.721941,-74.007894,01,1,33,1086557,1002207503,SoHo-TriBeCa-Civic Center-Little Italy
11507,09-04-27-060,04/23/2009,78,Webster Avenue,Bn,11230,NOT DESIGNATED,Shaking and electrical,true,false,,40.630057,-73.976593,14,44,480,3127764,3054190011,Flatbush
11508,09-04-27-061,04/23/2009,51,Dekoven Court,Bn,11230,FISK,Work,true,false,,40.633226,-73.961932,14,45,460,3121250,3052370151,Flatbush
11509,09-04-27-062,04/23/2009,642,East 19th Street,Bn,11230,FISK,Renovations,true,true,,40.634886,-73.959366,14,45,764,3121344,3052390050,Flatbush
11510,09-04-27-063,04/23/2009,22,East 89th Street,Mn,10128,CARE,Interior alts,true,false,,40.782927,-73.957752,08,4,15002,1046963,1015000062,Upper East Side-Carnegie Hill
11465,09-04-23-018,04/22/2009,820,Park Avenue,Mn,10021,UES,Windows,true,true,,40.773242,-73.962278,08,4,130,1041701,1013900035,Upper East Side-Carnegie Hill
11501,09-04-27-054,04/22/2009,22,East 72nd Street,Mn,10021,UES,Removal of windows,true,true,,40.771921,-73.965781,08,4,130,1041372,1013860056,Upper East Side-Carnegie Hill
11502,09-04-27-055,04/22/2009,68,Greenwich Avenue,Mn,10011,GV,Window change and paint change,true,true,,40.736321,-74.000942,02,3,71,1080191,1006060029,West Village
11462,09-04-17-015,04/21/2009,277,Cumberland Street,Bn,11238,FG,Façade work,true,true,,40.687197,-73.972632,02,35,181,3059394,3021190023,Fort Greene
11487,09-04-24-040,04/20/2009,54,South Oxford Place,Bn,,FG,Windows,true,false,,,,,,,,,
11488,09-04-24-041,04/20/2009,37-41,82nd Street,Qn,,JH,Storefront alts,true,false,,40.749399,-73.884237,03,21,283,4036222,4014700056,Jackson Heights
11466,09-04-23-019,04/19/2009,114,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.77634,-73.980326,07,6,153,1029649,1011410037,Lincoln Square
11467,09-04-23-020,04/19/2009,109,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.77631,-73.980203,07,6,157,1029757,1011420029,Lincoln Square
11468,09-04-23-021,04/19/2009,107,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.776296,-73.980171,07,6,157,1029780,1011420129,Lincoln Square
11469,09-04-23-022,04/19/2009,104,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.776269,-73.980153,07,6,153,1029665,1011417501,Lincoln Square
11470,09-04-23-023,04/19/2009,103,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.776269,-73.980109,07,6,157,1029759,1011420031,Lincoln Square
11471,09-04-23-024,04/19/2009,120,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.776384,-73.980427,07,6,153,1029650,1011410039,Lincoln Square
11489,09-04-24-042,04/19/2009,115,West 71st Street,Mn,10023,UWS,Windows,true,true,,40.777037,-73.979972,07,6,157,1029885,1011430027,Lincoln Square
11490,09-04-24-043,04/19/2009,124,West 71st Street,Mn,10023,UWS,Windows,true,true,,40.777109,-73.980185,07,6,157,1029770,1011420042,Lincoln Square
11491,09-04-24-044,04/19/2009,140,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.776527,-73.980766,07,6,153,1079309,1011410048,Lincoln Square
11492,09-04-24-045,04/19/2009,165,West 71st Street,Mn,10023,UWS,Windows,true,false,,40.777466,-73.980972,07,6,157,1029905,1011430107,Lincoln Square
11493,09-04-24-046,04/19/2009,75,West 71st Street,Mn,10023,UWS,Windows,true,false,,40.776472,-73.978647,07,6,157,1028604,1011240001,Lincoln Square
11494,09-04-24-047,04/19/2009,35,West 71st Street,Mn,10023,UWS,Windows,true,true,,40.776214,-73.97804,07,6,157,1028612,1011240016,Lincoln Square
11495,09-04-24-048,04/19/2009,37,West 71st Street,Mn,10023,UWS,Windows,true,false,,40.776225,-73.978069,07,6,157,1028629,1011240115,Lincoln Square
11496,09-04-24-049,04/19/2009,124,West 79th Street,Mn,10024,UWS,Windows,true,true,,40.782329,-73.976403,07,6,165,1030261,1011500041,Upper West Side
11461,09-04-17-014,04/17/2009,438,Broome Street,Mn,10013,SOHO,Wall sign,true,true,,40.72168,-73.999582,02,1,45,1007241,1004830038,SoHo-TriBeCa-Civic Center-Little Italy
11513,09-04-27-066,04/16/2009,39-59,48th Street,Qn,,SUN,Construction,true,false,,40.747887,-73.915841,02,26,169,4001083,4001330023,Hunters Point-Sunnyside-West Maspeth
11448,09-04-14-001,04/14/2009,260,Cumberland Street,Bn,11205,FG,Façade work,true,false,,40.688216,-73.972855,02,35,181,3058984,3021010062,Fort Greene
11450,09-04-14-003,04/14/2009,3320,Broadway,Mn,10031,MMP,Signage,true,false,,40.819459,-73.955528,09,7,22301,1059751,1019880001,Manhattanville
11460,09-04-14-013,04/14/2009,155,Wooster Street,Mn,10012,SOHO,Wall sign,true,true,,40.726209,-73.999416,02,1,49,1008012,1005150025,SoHo-TriBeCa-Civic Center-Little Italy
11449,09-04-14-002,04/13/2009,193,Atlantic Avenue,Bn,11201,BH,Flags on sidewalk,true,true,,40.689934,-73.993217,02,33,9,3002766,3002760006,Brooklyn Heights-Cobble Hill
11454,09-04-14-007,04/13/2009,5,East 76th Street,Mn,10021,UES,Sidewalk and lights and rear façade in noncompliance,true,true,,40.77475,-73.964429,08,4,130,1041789,1013910007,Upper East Side-Carnegie Hill
11457,09-04-15-010,04/13/2009,77,East 77th Street,Mn,10075,UES,Visible rooftop addition,true,true,,40.774639,-73.962202,08,4,142,1041827,1013920034,Upper East Side-Carnegie Hill
11506,09-04-27-059,04/13/2009,694,East 17th Street,Bn,11230,FISK,Exterior work,true,false,,40.63363,-73.961071,14,45,460,3121247,3052370139,Flatbush
11505,09-04-27-058,04/11/2009,110,West Drive,Qn,11363,DOUG,Concrete aprons are too big,true,false,,40.773084,-73.752282,11,19,1483,4168454,4080610008,Douglas Manor-Douglaston-Little Neck
11504,09-04-27-057,04/09/2009,240-35,43rd Avenue,Qn,,DOH,Construction,true,false,,40.767525,-73.745606,11,19,1479,4168837,4081060069,Douglas Manor-Douglaston-Little Neck
11458,09-04-14-011,04/08/2009,438,Grand Avenue,Bn,11238,CLIN,Driveway,true,true,,40.683404,-73.961824,02,35,201,3056799,3019810065,Clinton Hill
11459,09-04-14-012,04/08/2009,23,East 63rd Street,Mn,10065,UES,Awnings in noncompliance,true,true,,40.766199,-73.969816,08,4,122,1041022,1013780014,Upper East Side-Carnegie Hill
11451,09-04-14-004,04/07/2009,131,Christopher Street,Mn,10014,GV,ATM (Need pics of all storefronts on Christopher Street),true,true,,40.733032,-74.006578,02,3,75,1011738,1006300048,West Village
11523,09-04-30-076,04/06/2009,66,7th Avenue,Bn,11217,PS,Penthouse,true,true,,40.675475,-73.974782,06,39,159,3019642,3009510045,Park Slope-Gowanus
11452,09-04-14-005,04/03/2009,201,West 138th Street,Mn,10030,SNIC,Illuminated sign,true,true,,40.817326,-73.942517,10,9,230,1060290,1020240029,Central Harlem North-Polo Grounds
11503,09-04-27-056,04/02/2009,108,West 15th Street,Mn,10011,NOT DESIGNATED,Shaking and electrical,true,false,,40.738286,-73.996933,04,3,81,1014525,1007900028,Hudson Yards-Chelsea-Flatiron-Union Square
11455,09-04-14-008,04/01/2009,40,East 66th Street,Mn,10065,UES,Façade work at northeast pier,true,true,,40.767801,-73.967841,08,4,122,1087937,1013807501,Upper East Side-Carnegie Hill
11456,09-04-14-009,04/01/2009,41-06,48th Street,Qn,,SUN,Stucco at rear yard,true,true,,40.7461,-73.916222,02,26,25301,4001241,4001360035,Hunters Point-Sunnyside-West Maspeth
11522,09-04-30-075,04/01/2009,803,Greenwich Street,Mn,10014,GV,"Door, signage, flowers",true,true,,40.737885,-74.006466,02,3,79,1011413,1006250003,West Village
11420,09-03-31-060,03/31/2009,41-02,48th Street,Qn,,SUN,Stucco at Rear Façade,true,true,,40.746103,-73.916222,02,26,25301,4001240,4001360033,Hunters Point-Sunnyside-West Maspeth
11422,09-03-31-062,03/31/2009,80-09,35th Avenue,Qn,,JH,Telecommunications and signage,true,false,,40.751619,-73.886352,03,25,285,4029191,4012677501,Jackson Heights
11443,09-03-31-083,03/31/2009,152,East 110th Street,Mn,10029,NOT DESIGNATED,Shaking,true,false,,40.79466,-73.944082,11,8,172,1052164,1016370051,East Harlem South
11438,09-03-31-078,03/30/2009,4503,Fieldston Road,Bx,10471,FLD,Renovation,true,false,,40.891891,-73.905596,08,11,335,2100932,2058120080,North Riverdale-Fieldston-Riverdale
11520,09-04-30-073,03/29/2009,17,West 54th Street,Mn,10019,IL,Holes drilled into façade for a/c and 2 globe lights installed at Penthouse B,true,false,,40.761405,-73.976222,05,4,104,1080440,1012700020,Midtown-Midtown South
11425,09-03-31-065,03/26/2009,230,Lincoln Place,Bn,11217,PS,"Windows added at rear façade, cut into corbel cornice",true,true,,40.675079,-73.972944,06,39,159,3024504,3010610033,Park Slope-Gowanus
11423,09-03-31-063,03/25/2009,1901,Emmons Avenue,Bn,11235,IL,Signage,true,true,,40.583565,-73.949432,15,48,608,3326914,3087750041,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
11446,09-03-31-086,03/25/2009,217,38th Road,Qn,11363,DOUG,Noncompliance,true,true,,40.772215,-73.748996,11,19,1483,4168513,4080660060,Douglas Manor-Douglaston-Little Neck
11447,09-03-31-087,03/25/2009,718,East 18th Street,Bn,11230,FISK,Fence,true,true,,40.633555,-73.960077,14,45,460,3121316,3052380066,Flatbush
11418,09-03-24-058,03/24/2009,69,Washington Place,Mn,10011,GV,Windows,true,false,,40.731817,-73.999477,02,1,65,1008895,1005520063,West Village
11419,09-03-24-059,03/24/2009,140,Clinton Street,Bn,11201,BH,Rooftop addition,true,false,,40.692361,-73.99335,02,33,7,3002540,3002640023,Brooklyn Heights-Cobble Hill
11437,09-03-31-077,03/24/2009,48-10,39th Avenue,Qn,,SUN,Fence,true,true,,40.74911,-73.915395,02,26,169,4001099,4001330039,Hunters Point-Sunnyside-West Maspeth
11406,09-03-23-046,03/23/2009,39-90,46th Street,Qn,,SUN,Alteration to porch,true,true,,40.746853,-73.917971,02,26,183,4001571,4001540001,Hunters Point-Sunnyside-West Maspeth
11407,09-03-23-047,03/23/2009,2530,Grand Concourse,Bx,10458,IL,Antennaes,true,true,,40.863086,-73.896642,07,15,39901,2096820,2031547501,Bedford Park-Fordham North
11440,09-03-31-080,03/23/2009,37,Cambridge Place,Bn,11238,CLIN,Stoop,true,false,,40.685902,-73.963283,02,35,201,3056193,3019650016,Clinton Hill
11441,09-03-31-081,03/23/2009,56,Cambridge Place,Bn,11238,CLIN,"Lights, driveway and mailbox",true,false,,40.685523,-73.963229,02,35,201,3056164,3019640060,Clinton Hill
11442,09-03-31-082,03/23/2009,44,Cambridge Place,Bn,11238,CLIN,Illegal door,true,false,,40.685773,-73.96328,02,35,201,,,Clinton Hill
11416,09-03-23-056,03/22/2009,39-35,46th Street,Qn,,SUN,Electrical conduits at front porch,true,true,,40.748291,-73.917659,02,26,169,4001444,4001490029,Hunters Point-Sunnyside-West Maspeth
11436,09-03-31-076,03/20/2009,160,Noble Street,Bn,11222,GP,Work,true,false,,40.728775,-73.954066,01,33,561,3065101,3025730012,Greenpoint
11435,09-03-31-075,03/19/2009,124,Willow Street,Bn,11201,BH,Work,true,false,,40.697241,-73.995889,02,33,301,3001765,3002340057,Brooklyn Heights-Cobble Hill
11434,09-03-31-074,03/18/2009,186,Midwood Street,Bn,11225,PLG,Stoop and front wall construction,true,true,,40.659851,-73.954709,09,40,800,3115167,3050350035,Prospect Lefferts Gardens-Wingate
11424,09-03-31-064,03/17/2009,427,West Broadway,Mn,10012,SOHO,Gate,true,false,,40.725254,-74.001328,02,1,49,1007708,1005010008,SoHo-TriBeCa-Civic Center-Little Italy
11433,09-03-31-073,03/17/2009,475,Henry Street,Bn,11231,COB,Construction,true,false,,40.68546,-73.998763,06,39,67,3003835,3003230010,Carroll Gardens-Columbia Street-Red Hook
11439,09-03-31-079,03/17/2009,36,South Oxford Street,Bn,11217,FG,Garbage Enclosure,true,true,,40.688529,-73.973897,02,35,181,3058906,3021000056,Fort Greene
11445,09-03-31-085,03/17/2009,319,East 24th Street,Mn,10010,NOT DESIGNATED,Shaking,true,false,,40.738103,-73.97933,06,2,66,1078830,1009300012,Murray Hill-Kips Bay
11408,09-03-23-048,03/16/2009,37,Greenpoint Avenue,Bn,11222,EBRH,Signage,true,true,,40.729756,-73.958998,01,33,565,3064672,3025570001,Greenpoint
11432,09-03-31-072,03/16/2009,226,West 79th Street,Mn,10024,UWS,Awning,true,true,,40.78355,-73.979313,07,6,167,1030918,1011700045,Upper West Side
11444,09-03-31-084,03/16/2009,158,Rutledge Street,Bn,11211,NOT DESIGNATED,Still doing work,true,false,,40.702209,-73.956804,01,33,533,3060990,3022250029,Williamsburg
11431,09-03-31-071,03/13/2009,17,East 70th Street,Mn,10021,IL,Interior construction,true,true,,40.770765,-73.967056,08,4,130,1041324,1013850014,Upper East Side-Carnegie Hill
11402,09-03-17-042,03/12/2009,501,Columbus Avenue,Mn,10024,UWS,Awning flaps,true,false,,40.785311,-73.973018,07,6,169,1031291,1011980001,Upper West Side
11404,09-03-17-044,03/12/2009,568,1st Street,Bn,11215,PS,White windows and security grilles,true,false,,40.669798,-73.973609,06,39,165,3025253,3010770029,Park Slope-Gowanus
11409,09-03-23-049,03/12/2009,11,East 69th Street,Mn,10021,UES,Cameras,true,true,,40.770129,-73.967501,08,4,122,1041295,1013840013,Upper East Side-Carnegie Hill
11410,09-03-23-050,03/12/2009,36,Grove Street,Mn,10014,GV,Security camera,true,true,,40.732698,-74.00464,02,3,73,1010013,1005880015,West Village
11415,09-03-23-055,03/12/2009,495,Amsterdam Avenue,Mn,10024,UWS,Old Law Investigation,true,true,,40.786171,-73.976109,07,6,169,1032123,1012140061,Upper West Side
11361,09-03-11-001,03/11/2009,101,Central Park West,Mn,10023,UWS,Windows,true,false,,40.775008,-73.976853,07,6,157,1028564,1011230029,Lincoln Square
11362,09-03-11-002,03/11/2009,91,Central Park West,Mn,10023,UWS,Windows,true,false,,40.77438,-73.977312,07,6,153,1028508,1011220029,Lincoln Square
11363,09-03-11-003,03/11/2009,88,Central Park West,Mn,10023,UWS,Windows,true,false,,40.774191,-73.977449,07,6,153,1079280,1011210036,Lincoln Square
11364,09-03-11-004,03/11/2009,65,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775643,-73.978626,07,6,157,1028539,1011230001,Lincoln Square
11365,09-03-11-005,03/11/2009,64,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775624,-73.978622,07,6,153,1028528,1011220061,Lincoln Square
11366,09-03-11-006,03/11/2009,63,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775626,-73.978586,07,6,157,1028542,1011230005,Lincoln Square
11367,09-03-11-007,03/11/2009,62,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775607,-73.978582,07,6,153,1028537,1011220160,Lincoln Square
11368,09-03-11-008,03/11/2009,61,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.77561,-73.978546,07,6,157,1028587,1011230105,Lincoln Square
11369,09-03-11-009,03/11/2009,60,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775588,-73.978539,07,6,153,1028527,1011220060,Lincoln Square
11370,09-03-11-010,03/11/2009,59,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775593,-73.978506,07,6,157,1028543,1011230006,Lincoln Square
11371,09-03-11-011,03/11/2009,58,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775571,-73.978499,07,6,153,1028526,1011220059,Lincoln Square
11372,09-03-11-012,03/11/2009,57,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775574,-73.978463,07,6,157,1028544,1011230007,Lincoln Square
11373,09-03-11-013,03/11/2009,56,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775552,-73.978456,07,6,153,1028525,1011220058,Lincoln Square
11374,09-03-11-014,03/11/2009,55,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775558,-73.978423,07,6,157,1028545,1011230008,Lincoln Square
11375,09-03-11-015,03/11/2009,54,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775536,-73.978416,07,6,153,1028536,1011220157,Lincoln Square
11376,09-03-11-016,03/11/2009,53,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775541,-73.978384,07,6,157,1028546,1011230009,Lincoln Square
11377,09-03-11-017,03/11/2009,52,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775519,-73.978373,07,6,153,1028524,1011220057,Lincoln Square
11378,09-03-11-018,03/11/2009,51,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775525,-73.978344,07,6,157,1028547,1011230010,Lincoln Square
11379,09-03-11-019,03/11/2009,50,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.7755,-73.978333,07,6,153,1028523,1011220056,Lincoln Square
11380,09-03-11-020,03/11/2009,48,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775484,-73.978293,07,6,153,1028522,1011220055,Lincoln Square
11381,09-03-11-021,03/11/2009,47,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775489,-73.978261,07,6,157,1028588,1011230111,Lincoln Square
11382,09-03-11-022,03/11/2009,46,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775467,-73.97825,07,6,153,1028521,1011220054,Lincoln Square
11383,09-03-11-023,03/11/2009,44,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775448,-73.97821,07,6,153,1028520,1011220053,Lincoln Square
11384,09-03-11-024,03/11/2009,43,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775456,-73.978182,07,6,157,1028550,1011230013,Lincoln Square
11385,09-03-11-025,03/11/2009,42,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775431,-73.978167,07,6,153,1028519,1011220052,Lincoln Square
11386,09-03-11-026,03/11/2009,40,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775415,-73.978127,07,6,153,1028518,1011220051,Lincoln Square
11387,09-03-11-027,03/11/2009,38,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775396,-73.978084,07,6,153,1028517,1011220050,Lincoln Square
11388,09-03-11-028,03/11/2009,31,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775352,-73.97794,07,6,157,1028555,1011230018,Lincoln Square
11389,09-03-11-029,03/11/2009,30,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775327,-73.977918,07,6,153,1028516,1011220047,Lincoln Square
11390,09-03-11-030,03/11/2009,29,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775335,-73.977896,07,6,157,1028590,1011230118,Lincoln Square
11391,09-03-11-031,03/11/2009,26,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.775291,-73.977839,07,6,153,1028535,1011220145,Lincoln Square
11392,09-03-11-032,03/11/2009,25,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775302,-73.977817,07,6,157,1028557,1011230020,Lincoln Square
11393,09-03-11-033,03/11/2009,24,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775275,-73.977795,07,6,153,1028514,1011220045,Lincoln Square
11394,09-03-11-034,03/11/2009,23,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775286,-73.977777,07,6,157,1028558,1011230021,Lincoln Square
11395,09-03-11-035,03/11/2009,22,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775256,-73.977756,07,6,153,1028513,1011220044,Lincoln Square
11396,09-03-11-036,03/11/2009,20,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775239,-73.977712,07,6,153,1028512,1011220043,Lincoln Square
11397,09-03-11-037,03/11/2009,19,West 70th Street,Mn,10023,UWS,Windows,true,true,,40.77525,-73.977694,07,6,157,1028560,1011230023,Lincoln Square
11398,09-03-11-038,03/11/2009,18,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775223,-73.977673,07,6,153,1028511,1011220040,Lincoln Square
11399,09-03-11-039,03/11/2009,17,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775234,-73.977654,07,6,157,1028591,1011230123,Lincoln Square
11400,09-03-11-040,03/11/2009,15,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775217,-73.977615,07,6,157,1028561,1011230024,Lincoln Square
11401,09-03-11-041,03/11/2009,11,West 70th Street,Mn,10023,UWS,Windows,true,false,,40.775181,-73.977532,07,6,157,1028562,1011230025,Lincoln Square
11405,09-03-17-045,03/11/2009,29,West 12th Street,Mn,10011,GV,Window Replacement,true,false,,40.735157,-73.995706,02,3,63,1009626,1005760055,West Village
11411,09-03-23-051,03/11/2009,374,Pacific Street,Bn,11217,BOE,Failure to maintain,true,true,,40.686538,-73.985909,02,33,41,3001093,3001890028,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
11430,09-03-31-070,03/11/2009,452,Fulton Street,Bn,11201,IL,Nail salon,true,false,,40.690491,-73.984949,02,33,37,3332518,3001570009,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
11453,09-04-14-006,03/11/2009,185,Christopher Street,Mn,10014,WEE,Signage,true,true,,40.732486,-74.009688,02,3,75,1011986,1006360040,West Village
11414,09-03-23-054,03/10/2009,25,West 68th Street,Mn,10023,UWS,Façade work in noncompliance,true,true,,40.774191,-73.97907,07,6,153,1028453,1011210017,Lincoln Square
11429,09-03-31-069,03/10/2009,205/207,Congress Street,Bn,,COB,Demolition,true,false,,,,,,,,,
11413,09-03-23-053,03/09/2009,6,West 122nd Street,Mn,10027,MMP,Removal of stained glass,true,true,,40.80525,-73.945529,10,9,200,1053370,1017200060,Central Harlem South
11428,09-03-31-068,03/08/2009,49,Cambridge Place,Bn,11238,CLIN,Construction,true,false,,40.685652,-73.963233,02,35,201,3056188,3019650010,Clinton Hill
11412,09-03-23-052,03/06/2009,79-11,37th Avenue,Qn,,JH,Awning,true,true,,40.749484,-73.886893,03,25,285,4029670,4012790035,Jackson Heights
11427,09-03-31-067,03/06/2009,195,Congress Street,Bn,11201,COB,Demolition,true,false,,40.688068,-73.994728,06,39,45,3003188,3002970047,Carroll Gardens-Columbia Street-Red Hook
11426,09-03-31-066,03/05/2009,484,Broadway,Mn,10013,SOHO,Construction,true,false,,40.72159,-74.000011,02,1,45,1079135,1004730014,SoHo-TriBeCa-Civic Center-Little Italy
11421,09-03-31-061,03/04/2009,893,Broadway,Mn,10003,LM,Signage,true,true,,40.738755,-73.989889,05,2,52,1016162,1008480014,Hudson Yards-Chelsea-Flatiron-Union Square
11417,09-03-23-057,03/03/2009,272,Richmond Terrace,SI,10301,SG,Fence,true,true,,40.647602,-74.08231,01,49,7,5000123,5000140021,West New Brighton-New Brighton-St. George
11357,09-02-27-048,02/28/2009,65,Greene Street,Mn,10012,SOHO,Removed door,true,false,,40.722995,-74.00105,02,1,49,1007296,1004860027,SoHo-TriBeCa-Civic Center-Little Italy
11336,09-02-27-027,02/27/2009,129,Montague Street,Bn,11201,BH,Lights,true,true,,40.694724,-73.994014,02,33,502,3001991,3002430022,Brooklyn Heights-Cobble Hill
11343,09-02-27-034,02/26/2009,318,West 22nd Street,Mn,10011,CHE2,Advertisement for B&B,true,true,,40.744956,-73.999769,04,3,89,1013316,1007450048,Hudson Yards-Chelsea-Flatiron-Union Square
11337,09-02-27-028,02/25/2009,185,Atlantic Avnue,Bn,,BH,Signage,true,true,,,,,,,,,
11347,09-02-27-038,02/25/2009,478-482,Broadway,Mn,,SOHO,Satellite Dish,true,true,,40.721422,-74.000152,02,1,45,1079887,1004730010,SoHo-TriBeCa-Civic Center-Little Italy
11350,09-02-27-041,02/25/2009,122,Willow Street,Bn,11201,BH,Satellite Dish,true,false,,40.697287,-73.995867,02,33,301,3001764,3002340056,Brooklyn Heights-Cobble Hill
11403,09-03-17-043,02/25/2009,219,Degraw Street,Bn,11231,COB,Failure to Maintain,true,false,,40.684513,-73.997956,06,39,67,3003924,3003240065,Carroll Gardens-Columbia Street-Red Hook
11335,09-02-27-026,02/24/2009,668,Fulton Street,Bn,11217,BAM,Signage,true,true,,40.686624,-73.975225,02,35,35,3059273,3021140017,Fort Greene
11356,09-02-27-047,02/24/2009,309,West 80th Street,Mn,10024,RD80,Rooftop addition,true,false,,40.785151,-73.980937,07,6,167,1033739,1012440040,Upper West Side
11334,09-02-23-025,02/23/2009,240-35,43rd Avenue,Qn,,DOH,Driveway,true,true,,40.767525,-73.745606,11,19,1479,4168837,4081060069,Douglas Manor-Douglaston-Little Neck
11338,09-02-27-029,02/23/2009,121,Noble Street,Bn,11222,GP,Windows,true,true,,40.728619,-73.955795,01,33,565,3064927,3025660069,Greenpoint
11339,09-02-27-030,02/23/2009,123,Noble Street,Bn,11222,GP,Windows,true,true,,40.728627,-73.95573,01,33,565,3064926,3025660068,Greenpoint
11340,09-02-27-031,02/23/2009,125,Noble Street,Bn,11222,GP,Windows,true,true,,40.728632,-73.955668,01,33,565,3064925,3025660067,Greenpoint
11345,09-02-27-036,02/23/2009,48-60,Beach Street,Mn,,TRIW,Questions about façade replacement,true,false,,40.720634,-74.008831,01,1,39,1002125,1001887505,SoHo-TriBeCa-Civic Center-Little Italy
11346,09-02-27-037,02/20/2009,169,Atlantic Avenue,Bn,11201,BH,Flower market,true,true,,40.690165,-73.994057,02,33,9,3002774,3002760016,Brooklyn Heights-Cobble Hill
11355,09-02-27-046,02/20/2009,46,West 120th Street,Mn,10027,MMP,Satellite Dish,true,false,,40.803988,-73.946418,10,9,200,1053275,1017180055,Central Harlem South
11320,09-02-19-011,02/19/2009,104,West 83rd Street,Mn,10024,UWS,Parapet,true,true,,40.784743,-73.974109,07,6,169,1032075,1012130037,Upper West Side
11321,09-02-19-012,02/19/2009,174,West 72nd Street,Mn,10023,UWS,Old Law Investigation,true,true,,40.778215,-73.980719,07,6,157,1029903,1011430063,Lincoln Square
11322,09-02-19-013,02/19/2009,315,Vanderbilt Avenue,Bn,11205,CLIN,Window and fence,true,true,,40.68867,-73.968936,02,35,197,3394609,3019290007,Clinton Hill
11323,09-02-19-014,02/19/2009,656,6th Avenue,Mn,10010,IL,Sign,true,true,,40.741064,-73.994121,05,3,54,1080657,1008220001,Hudson Yards-Chelsea-Flatiron-Union Square
11324,09-02-19-015,02/19/2009,461,Columbus Avenue,Mn,10024,UWS,Painting,true,true,,40.783991,-73.973979,07,6,169,1031160,1011960001,Upper West Side
11116,09-10-27-045,10/15/2008,14-Dec,West 68th Street,Mn,,UWS,Rooftop addition,true,true,,,,,,,,,
11325,09-02-19-016,02/19/2009,833,Washington Street,Mn,10014,GANS,Sign and light fixture,true,true,,40.740158,-74.007946,02,3,79,1012187,1006440038,West Village
11329,09-02-19-020,02/19/2009,213,West 79th Street,Mn,10024,UWS,Old Law Investigation,true,true,,40.783377,-73.978854,07,6,167,1032629,1012270025,Upper West Side
11330,09-02-19-021,02/19/2009,217,West 79th Street,Mn,10024,UWS,Old Law Investigation,true,true,,40.783419,-73.978952,07,6,167,1032650,1012270123,Upper West Side
11331,09-02-19-022,02/19/2009,215,West 79th Street,Mn,10024,UWS,Old Law Investigation,true,true,,40.783397,-73.978901,07,6,167,1032628,1012270024,Upper West Side
11332,09-02-19-023,02/19/2009,120,West 75th Street,Mn,10023,UWS,Old Law Investigation,true,true,,40.779732,-73.978263,07,6,161,1030079,1011460043,Upper West Side
11342,09-02-27-033,02/18/2009,39-61,48th Street,Qn,,SUN,"""Major Construction""",true,false,,40.747867,-73.915844,02,26,169,4001082,4001330022,Hunters Point-Sunnyside-West Maspeth
