Log #,Complaint #,Date,Address #,Street Name,Borough,Postcode,District,Work Reported,Closed,Issued Violation?,Additional Comments,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
18868,19-10-18-036,10/18/2018,227,Greene Avenue,Bn,11238,CLIN,Façade alterations,false,false,,40.687068,-73.962817,02,35,197,3055728,3019510035,Clinton Hill
18869,19-10-018-037,10/18/2018,940,Grand Concourse,Bx,10451,GC,Illegal signage on the corner,false,false,,40.828783,-73.921617,04,8,18301,2002814,2024610045,East Concourse-Concourse Village
18864,19-10-18-032,10/17/2018,235,Bleecker Street,Mn,10014,GV,Installation of signage,true,true,,40.730474,-74.002547,02,3,67,1010085,1005890048,West Village
18865,19-10-18-033,10/17/2018,120,Warwick Avenue,Qn,11363,DOUG,Construction of addition in noncompliance,false,false,,40.778515,-73.75189,11,19,1483,4168104,4080260025,Douglas Manor-Douglaston-Little Neck
18866,19-10-18-034,10/17/2018,204,6th Avenue,Bn,11217,PSE2,Installed HVAC unit,false,false,,40.675536,-73.977904,06,39,131,3019807,3009530051,Park Slope-Gowanus
18858,19-10-16-026,10/16/2018,250,South Street,Mn,10002,NOT DESIGNATED,Electricians work,true,false,,40.709984,-73.99068,03,1,6,1000000,1002487501,Lower East Side
18859,19-10-16-027,10/16/2018,401,West 147th Street,Mn,10031,HHSU,Possible FTM,false,false,,40.825451,-73.944074,09,9,231,1061450,1020620031,Hamilton Heights
18863,19-10-17-031,10/16/2018,16,Bank Street,Mn,10014,GV,Painting building lavendar,false,false,,40.737026,-74.002371,02,3,77,1010962,1006140024,West Village
18867,19-10-18-035,10/16/2018,5,West 16th Street,Mn,10011,IL,Alterations to storefront,false,false,,40.73758,-73.993223,05,3,54,1015391,1008180037,Hudson Yards-Chelsea-Flatiron-Union Square
18854,19-10-15-022,10/15/2018,134,Dean Street,Bn,11201,BOEX,Installation of HVAC units,false,false,,40.686624,-73.988191,02,33,43,3001269,3001940036,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
18857,19-10-16-025,10/15/2018,7902,15tth Avenue,Bn,,NOT DESIGNATED,Illegal subdivision of house,true,false,,,,,,,,,
18861,19-10-16-029,10/15/2018,23,West 9th Street,Mn,10011,GV,Installation of desk at rear,true,false,,40.733255,-73.996864,02,3,63,1077927,1005730054,West Village
18856,19-10-15-024,10/14/2018,1100,Park Place,Bn,11213,CHN3,"stoop removed and added a balcony, cornice and lintels painted",false,false,,40.672926,-73.941213,08,36,343,3031695,3012440014,Crown Heights North
18860,19-10-16-028,10/14/2018,137,East 35th Street,Mn,10016,MURH,Possible FTM,false,false,,40.747172,-73.979458,06,4,80,1018901,1008910022,Murray Hill-Kips Bay
18855,19-10-15-023,10/12/2018,666,West End Avenue,Mn,10025,RWE,Replaced doors and a window at the ground floor,false,false,,40.792989,-73.97485,07,6,179,1033609,1012400001,Upper West Side
18862,19-10-16-030,10/12/2018,302,West 12th Street,Mn,10014,GV,Installation of window signage,false,false,,40.737539,-74.004561,02,3,77,1067716,1006247503,West Village
18850,19-10-11-017,10/11/2018,89,7th Avenue South,Mn,10014,GV,Installing awning and sign,false,false,,40.732722,-74.003276,02,3,73,1010189,1005910033,West Village
18851,19-10-11-018,10/11/2018,74,7th Avenue South,Mn,10014,GV,Painting building white and turquoise,false,false,,40.732064,-74.00368,02,3,67,1009969,1005870056,West Village
18853,19-10-11-021,10/11/2018,78,West 12th Street,Mn,10011,GV,Installed no smoking signage,false,false,,40.735626,-73.996861,02,3,63,1009566,1005750016,West Village
18846,19-10-10-013,10/10/2018,33-24,156th Street,Qn,11354,NOT DESIGNATED,Constructed garage,true,false,,40.767987,-73.808612,07,19,1151,4118452,4052400048,Murray Hill
18847,19-10-10-014,10/10/2018,47,Walker Street,Mn,10013,TRIE,Painting columns colors,false,false,,40.71907,-74.003525,01,1,33,1075737,1001937504,SoHo-TriBeCa-Civic Center-Little Italy
18848,19-10-10-015,10/10/2018,427,East 90th Street,Mn,10128,NOT DESIGNATED,Constructing an 8 story building,true,false,,40.779124,-73.946745,08,5,152,1050732,1015700017,Yorkville
18849,19-10-11-016,10/10/2018,712,Fifth Avenue,Mn,10019,IL,Constructing a patio at the roof,false,false,,40.762495,-73.975193,05,4,104,1077363,1012710038,Midtown-Midtown South
18852,19-10-11-020,10/10/2018,1157,Park Place,Bn,11213,CHN3,Installation of black structure on the sidewalk,false,false,,40.672846,-73.939306,08,36,343,3031362,3012370056,Crown Heights North
18843,19-10-09-010,10/09/2018,1138,Sterling Place,Bn,11213,CHN3,Painting mural,false,false,,40.672026,-73.941146,08,35,339,3032058,3012510013,Crown Heights North
18844,19-10-09-011,10/07/2018,1178,Broadway,Mn,10001,MSN,Installation of sotrefront in noncompliance.,false,false,,40.745309,-73.98852,05,4,76,1015727,1008300028,Midtown-Midtown South
18845,19-10-09-012,10/07/2018,231,Lenox Avenue,Mn,10027,MMP,painting façade,false,false,,40.805553,-73.947118,10,9,220,1057688,1019060033,Central Harlem South
18841,19-10-05-008,10/05/2018,122,Prospect Park West,Bn,11215,PS,Paiinted limestone,true,true,,40.66552,-73.976091,06,39,167,3025831,3010890038,Park Slope-Gowanus
18842,19-10-05-009,10/05/2018,7,Cornelia Street,Mn,10014,GVE2,Noncompliant storefront work,false,false,,40.731616,-74.001634,02,3,67,1076077,1005900034,West Village
18839,19-10-04-006,10/04/2018,479,12th Street,Bn,11215,PS,Replaced door with new door; added tile at areaway,false,false,,40.663624,-73.980028,06,39,167,3026361,3010970074,Park Slope-Gowanus
18840,19-10-04-007,10/04/2018,1308,Dean Street,Bn,11216,CHN,Blasting exterior features,false,false,,40.676637,-73.945663,08,36,313,3030406,3012140025,Crown Heights North
18837,19-10-02-004,10/02/2018,287,Carroll Street,Bn,11231,CG,Stoop falling apart and façade in bad conditions,false,false,,40.679652,-73.993673,06,39,75,3007430,3004430059,Carroll Gardens-Columbia Street-Red Hook
18838,19-10-03-005,10/02/2018,5,Gramercy Park West,Mn,10003,GPK,Installation of ironwork in noncompliance,false,false,,40.738173,-73.986685,06,2,50,1017952,1008760014,Gramercy
18834,19-10-01-001,10/01/2018,243,West 139th Street,Mn,10030,SNIC,Defacing landmark building,false,false,,40.818589,-73.943574,10,9,230,1060356,1020250012,Central Harlem North-Polo Grounds
18835,19-10-02-002,10/01/2018,452,Broadway,Mn,10013,SOHO,"Installation of signage (""Roozee"") without permits",false,false,,40.720506,-74.000931,02,1,45,1003031,1002320009,SoHo-TriBeCa-Civic Center-Little Italy
18836,19-10-02-003,10/01/2018,599,3rd Street,Bn,11215,PS,Construction at rear,false,false,,40.668871,-73.975142,06,39,165,3025392,3010790061,Park Slope-Gowanus
18832,19-09-30-043,09/30/2018,615,East 17th Street,Bn,11226,NOT DESIGNATED,Adding additional floors,true,false,,40.635584,-73.961423,14,40,518,3120556,3052170043,Flatbush
18833,19-09-30-044,09/29/2018,783,Dawson Street,Bx,10455,LW,Construction,false,false,,40.817634,-73.899831,02,17,85,2005325,2026950028,Longwood
18830,19-09-28-041,09/27/2018,133,West 3rd Street,Mn,10012,SV,Painting building and replacement of windows,false,false,,40.730798,-74.000852,02,1,65,1083154,1005430067,West Village
18831,19-09-28-042,09/27/2018,268,Lefferts Avenue,Bn,11225,PLG,Painting façade and window trim,false,false,,40.662249,-73.952375,09,40,800,3035344,3013290020,Prospect Lefferts Gardens-Wingate
18829,19-09-28-040,09/26/2018,231,Lenox Avenue,Mn,10027,MMP,Painting façade,false,false,,40.805553,-73.947118,10,9,220,1057688,1019060033,Central Harlem South
18825,19-09-25-036,09/25/2018,41,East 65th Street,Mn,10065,UES,Excavation work,false,false,,40.767167,-73.968238,08,4,122,1041131,1013800028,Upper East Side-Carnegie Hill
18827,19-09-26-038,09/25/2018,1676,castleton avenue,SI,10302,NOT DESIGNATED,Construction being done under boardwalk,true,false,,40.636145,-74.139789,01,49,207,5025842,5010960088,Port Richmond
18821,19-09-24-032,09/24/2018,77,Washington Place,Mn,10011,GV,Installation of bulkhead and HVAC unit in noncompliance (visible,false,false,,40.731926,-73.999697,02,1,65,1008899,1005520067,West Village
18823,19-09-24-034,09/24/2018,227,Riverside Drive,Mn,10025,RWE,Conduits,true,true,,40.795347,-73.976037,07,6,183,1034186,1012530048,Upper West Side
18817,19-09-20-028,09/20/2018,2511,Newkirk Avenue,Bn,11226,NOT DESIGNATED,Construction,true,false,,40.639715,-73.953,17,45,790,3120374,3052120024,Erasmus
18818,19-09-20-029,09/20/2018,381,MacDonough Street,Bn,11233,SHE,Ongoing stoop work,true,true,,40.682494,-73.930904,03,36,297,3046879,3016710077,Crown Heights North
18815,19-09-19-026,09/19/2018,568,Carlton Avenue,Bn,11238,PH,Isntallation of security camera,true,true,,40.679811,-73.971503,08,35,161,3028064,3011430054,Prospect Heights
18816,19-09-19-027,09/19/2018,37-37,78th Street,Qn,11372,JH,Replacement of doors,false,false,,40.748154,-73.887802,03,25,285,4029955,4012890059,Jackson Heights
18822,19-09-24-033,09/19/2018,144,Argyle Road,Bn,11218,PPS,Ongoing work,false,false,,40.645709,-73.967197,14,40,1522,3117487,3051160016,Flatbush
18812,19-09-18-023,09/18/2018,156,Spring Street,Mn,10012,SOHO,removal of columns at front porch,true,true,,40.724398,-74.001631,02,1,47,1079940,1004870020,SoHo-TriBeCa-Civic Center-Little Italy
18813,19-09-18-024,09/18/2018,338,West 22nd Street,Mn,10011,CHE2,Installation of camera,false,false,,40.745126,-74.000173,04,3,89,1013325,1007450058,Hudson Yards-Chelsea-Flatiron-Union Square
18814,19-09-18-025,09/18/2018,39-56,45th Street,Qn,11104,SUN,Installation of exposed wiring,true,false,,40.748954,-73.918496,02,26,183,4001719,4001550087,Hunters Point-Sunnyside-West Maspeth
18819,19-09-24-030,09/18/2018,207,St. Pauls Avenue,SI,10304,SP,Construction of deck,true,true,,40.632725,-74.079147,01,49,21,5013546,5005160032,Stapleton-Rosebank
18820,19-09-24-031,09/18/2018,39-44,45th Street,Qn,11104,SUN,Rebuilding steps,true,true,,40.748975,-73.918492,02,26,183,4001713,4001550081,Hunters Point-Sunnyside-West Maspeth
18810,19-09-17-021,09/17/2018,444,West 22nd Street,Mn,10011,CHEL,Installed 10 foot tall fence,false,false,,40.746509,-74.003454,04,3,89,1012653,1007190067,Hudson Yards-Chelsea-Flatiron-Union Square
18824,19-09-24-035,09/17/2018,130,8th avenue,Bn,11215,PS,Alterations to door surround,false,false,,40.672008,-73.974016,06,39,157,3024928,3010710014,Park Slope-Gowanus
18809,19-09-14-020,09/14/2018,135,Park Lane,Qn,11363,DOUG,Stoop work,true,true,,40.774186,-73.75156,11,19,1483,4168270,4080430042,Douglas Manor-Douglaston-Little Neck
18811,19-09-17-022,09/14/2018,97,Clay Street,Bn,11222,NOT DESIGNATED,Work with SWO in place,true,false,,40.736704,-73.954043,01,33,579,3321358,3024830051,Greenpoint
18807,19-09-13-018,09/13/2018,87,Waverly Avenue,Bn,11205,NOT DESIGNATED,Building in front of house,true,false,,40.694931,-73.968172,02,35,191,3054357,3018890028,Clinton Hill
18808,19-09-14-019,09/13/2018,122,Christopher Street,Mn,10014,GV,"Replaced tile at steps, bricks at side façade and window on bedford",false,false,,40.733186,-74.005557,02,3,73,1010034,1005880045,West Village
18806,19-09-12-017,09/12/2018,38-18,West Drive,Qn,11363,DOUG,painting façade and removal of roof fan,true,false,,40.772034,-73.751445,11,19,1483,4168442,4080580024,Douglas Manor-Douglaston-Little Neck
18826,19-09-25-037,09/12/2018,69,7th Avenue South,Mn,10014,GV,Installed signage--bleecker street pizza,false,false,,40.732242,-74.003532,02,3,67,1010157,1005900054,West Village
18805,19-09-11-016,09/11/2018,170,Crosby Street,Mn,10012,NOHO,Painting potion of façade orange,false,false,,40.725959,-73.995223,02,1,5502,1008213,1005220012,West Village
18828,19-09-26-039,09/09/2018,1180,Park Avenue,Mn,10128,CARE,Possible FTM,false,false,,40.784715,-73.953901,08,4,16001,1047124,1015050033,Upper East Side-Carnegie Hill
18802,19-09-10-013,09/07/2018,120,Spring Street,Mn,10012,SOHO,Destroyed first floor,false,false,,40.723654,-74.000101,02,1,49,1007263,1004850016,SoHo-TriBeCa-Civic Center-Little Italy
18804,19-09-11-015,09/07/2018,312,Clinton Street,Bn,11201,COB,Construction of rear addition in noncompliance--visible,false,false,,40.686256,-73.996293,06,39,45,3003505,3003110032,Carroll Gardens-Columbia Street-Red Hook
18797,19-09-06-008,09/06/2018,60-17,Putnam Avenue,Qn,11385,RDGC,Ongoing work,false,false,,40.705693,-73.900262,05,30,587,4083902,4035010042,Ridgewood
18798,19-09-06-009,09/06/2018,1511,Brightwater Avenue,Bn,11235,NOT DESIGNATED,Work with SWO in place,true,false,,40.575704,-73.954935,13,48,61002,3321780,3087230410,Brighton Beach
18799,19-09-06-010,09/06/2018,25,Central Park West,Mn,10023,IL,Added exterior lights,false,false,,40.770148,-73.9804,07,6,149,1076225,1011157501,Lincoln Square
18800,19-09-06-011,09/06/2018,183-195,Broadway,Bn,11211,IL,Replacement of storefronts without permits,false,false,,40.709888,-73.962177,01,34,525,3063453,3024460051,North Side-South Side
18801,19-09-06-012,09/06/2018,28,West 12th Street,Mn,10011,GV,Installation of signage at basement,false,false,,40.73513,-73.995684,02,3,63,1009576,1005750039,West Village
18803,19-09-10-014,09/06/2018,225,Bergen Street,Bn,11217,BOEX,Noting grandfathered work,true,false,,40.684526,-73.984813,02,33,41,3001399,3001960049,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
18794,19-09-06-004,09/05/2018,131,Greenpoint Avenue,Bn,11222,GP,Repainting storefront without permits,false,false,,40.730134,-73.955025,01,33,565,3064721,3025580054,Greenpoint
18796,19-09-06-006,09/05/2018,1,Riverside Drive,Mn,10023,IL,"Painting areaway wall , door and steps green; installed cloth at front door",false,false,,40.780425,-73.985622,07,6,159,1030983,1011840003,Lincoln Square
18792,19-09-04-002,09/04/2018,39,Downing Street,Mn,10014,GVE2,Painted storefront cobalt blue,false,false,,40.729242,-74.004019,02,3,67,1008409,1005280077,West Village
18795,19-09-06-005,09/04/2018,70,Lefferts Place,Bn,11238,IL,building in disrepair,false,false,,40.681257,-73.960614,02,36,227,3057833,3020190016,Clinton Hill
18791,19-09-04-001,09/03/2018,39-99,48th Street,Qn,11104,SUN,Constructed a brick barrier and fence enclosing the front,true,true,,40.747437,-73.915931,02,26,169,4001076,4001330016,Hunters Point-Sunnyside-West Maspeth
18793,19-09-04-003,09/02/2018,220,Carlton Avenue,Bn,11205,FG,Replacement of sidewalk with untinted concrete,true,false,,40.690974,-73.972425,02,35,183,3058451,3020890044,Fort Greene
18786,19-08-30-042,08/30/2018,636,11th Street,Bn,11215,PS,Installation of banner sign,true,true,,40.663673,-73.978424,06,39,167,3341661,3010970038,Park Slope-Gowanus
18787,19-08-30-043,08/30/2018,14,Hampton Place,Bn,11213,CHN3,"replaced front door, painted windows",true,true,,40.672465,-73.940817,08,36,343,3031699,3012440018,Crown Heights North
18789,19-08-31-045,08/30/2018,186,Fifth Avenue,Mn,10010,LM,Removal of storefront,true,true,,40.741538,-73.989971,05,3,58,1015566,1008247501,Hudson Yards-Chelsea-Flatiron-Union Square
18779,19-08-29-035,08/29/2018,316,Grosvenor Street,Qn,11363,DOUG,Ongoing demo,true,false,,40.778056,-73.749321,11,19,1483,4168185,4080360010,Douglas Manor-Douglaston-Little Neck
18781,19-08-29-037,08/27/2018,920,Park Place,Bn,11213,CHN2,Developing half of lot,true,false,,40.673234,-73.946823,08,36,341,3330798,3012420001,Crown Heights North
18785,19-08-30-041,08/27/2018,51-53,East 76th sTreet,Mn,10021,UES,Installed steam pipe on east side of façade; swimming pool in basement shaking neighboring building,false,false,,40.774159,-73.963029,08,4,130,1041797,1013910021,Upper East Side-Carnegie Hill
18782,19-08-29-038,08/26/2018,2840,Atlantic Avenue,Bn,11207,IL,Ongoing façade work--brick replacement,false,false,,40.676789,-73.889346,05,37,1198,3327100,3039640008,East New York
18780,19-08-29-036,08/25/2018,900,President Street,Bn,11215,PS,Part of fence collapsed,false,false,,40.672592,-73.972743,06,39,165,3024797,3010680008,Park Slope-Gowanus
18778,19-08-29-034,08/24/2018,966,Lexington Avenue,Mn,10021,UES,"ongoing façade work, masonry cladding removed and cornice painted",false,false,,40.769356,-73.962995,08,4,128,1042724,1014050016,Upper East Side-Carnegie Hill
18783,19-08-30-039,08/23/2018,130,Park Lane,Qn,11363,DOUG,"Alterations to driveway, installation of light fixtures; replacing windows",true,true,,40.774161,-73.751603,11,19,1483,4168282,4080450029,Douglas Manor-Douglaston-Little Neck
18784,19-08-30-040,08/23/2018,310,Shore Road,Qn,11363,DOUG,Installation of light fixtures,true,false,,40.775913,-73.754463,11,19,1483,4168127,4080300047,Douglas Manor-Douglaston-Little Neck
18790,19-08-31-046,08/23/2018,34-12,36th Street,Qn,11106,IL,"Installation of seasonal café, light fixtures, fencing and phone booths",true,true,,40.757444,-73.92356,01,26,57,4009635,4006430001,Astoria
18777,19-08-22-033,08/22/2018,88,Hancock Street,Bn,11216,BED,painting house white color and redoing stoop,true,true,,40.682291,-73.952079,03,36,245,3052583,3018370027,Bedford
18775,19-08-21-031,08/21/2018,338,Bleecker Street,Mn,10014,GV,Installation of banner--over 60 days,false,false,,40.733675,-74.004417,02,3,73,1011145,1006190033,West Village
18770,19-08-21-026,08/20/2018,302,Lafayette Avenue,Bn,11238,CLIN,Paved over front yard,true,true,,40.688441,-73.963743,02,35,197,3055542,3019470024,Clinton Hill
18771,19-08-21-027,08/20/2018,361,Broadway,Mn,10013,IL,Rooftop addition in noncompliance,false,false,,40.717511,-74.003871,01,1,33,1001905,1001747505,SoHo-TriBeCa-Civic Center-Little Italy
18772,19-08-21-028,08/19/2018,972A,St. Johns Place,Bn,11213,CHN2,Construction,true,true,,40.671403,-73.946107,08,35,339,3032366,3012560017,Crown Heights North
18773,19-08-21-029,08/19/2018,139,Vanderbilt Avenue,Bn,11205,WALL,Removal of ironwork,true,false,,40.693954,-73.969983,02,35,187,3054248,3018870006,Fort Greene
18774,19-08-21-030,08/19/2018,52,West 9th Street,Mn,10011,GV,Alterating the rear yard,true,false,,40.73351,-73.997518,02,3,63,1077279,1005720016,West Village
18776,19-08-21-032,08/17/2018,103,West 131st Street,Mn,10027,H130,façade patching,false,false,,40.811787,-73.943219,10,9,226,1058101,1019160028,Central Harlem North-Polo Grounds
18769,19-08-17-025,08/16/2018,173,St. James Place,Bn,11238,CLIN,new vinyl siding,false,false,,40.684178,-73.963926,02,35,201,3056700,3019800025,Clinton Hill
18757,19-08-13-013,08/13/2018,485,7th Avenue,Mn,10018,IL,Installation of vinyl clings,false,false,,40.752465,-73.989544,05,3,109,1015235,1008127501,Midtown-Midtown South
18762,19-08-13-018,08/13/2018,217,Cumberland Street,Bn,11205,FG,Façade work; removed cornice,true,true,,40.689146,-73.973021,02,35,181,3059011,3021020027,Fort Greene
18763,19-08-13-019,08/13/2018,49,8th Avenue,Bn,11217,PS,removal of windows and doors,false,false,,40.674212,-73.972454,06,39,159,3024540,3010620001,Park Slope-Gowanus
18764,19-08-13-020,08/13/2018,677,East 17th Street,Bn,11230,FISK,"replacement of roof, shingels, and windows",true,true,,40.634165,-73.96115,14,45,460,3121297,3052380027,Flatbush
18765,19-08-13-021,08/13/2018,607,Hudson Street,Mn,10014,GV,Installation of cameras,false,false,,40.737427,-74.005727,02,3,79,1011370,1006247505,West Village
18766,19-08-13-022,08/13/2018,427,Greenwich Street,Mn,10013,TRIN,Installation of awning,false,false,,40.722023,-74.00978,01,1,39,1002807,1002157504,SoHo-TriBeCa-Civic Center-Little Italy
18761,19-08-13-017,08/12/2018,401,Macon Street,Bn,11233,SHE,Façade work being done,true,true,,40.682676,-73.935836,03,36,275,3046384,3016640057,Stuyvesant Heights
18758,19-08-13-014,08/10/2018,778,Dawson Street,Bx,10455,LW,Work without permits,false,false,,40.817563,-73.899874,02,17,85,2005430,2027010026,Longwood
18759,19-08-13-015,08/10/2018,774,Dawson Street,Bx,10455,LW,Redoing stoop,false,false,,40.817519,-73.899921,02,17,85,2005428,2027010024,Longwood
18760,19-08-13-016,08/10/2018,76,Wooster Street,Mn,10012,SOHO,painted the front of the building,false,false,,40.723591,-74.001598,02,1,49,1007284,1004860008,SoHo-TriBeCa-Civic Center-Little Italy
18756,19-08-10-012,08/09/2018,37-39,78th Street,Qn,11372,JH,Ongoing alterations at front pathway,true,true,,40.748115,-73.887794,03,25,285,4029954,4012890058,Jackson Heights
18755,19-08-10-011,08/08/2018,546,Gulf Avenue,SI,,NOT DESIGNATED,Dangerous construction site,true,false,,,,,,,,,
18753,19-08-07-009,08/07/2018,70,Prince Street,Mn,10012,SOHE,Installation of pass through window,false,false,,40.723846,-73.996887,02,1,43,1007557,1004967501,SoHo-TriBeCa-Civic Center-Little Italy
18754,19-08-07-010,08/07/2018,212,Court Street,Bn,11201,COB,Replacement of sidewalk in noncompliance,false,false,,40.686712,-73.99382,06,39,45,3003413,3003070027,Carroll Gardens-Columbia Street-Red Hook
18767,19-08-13-023,08/07/2018,166,West 72nd Street,Mn,10023,UWS,Installed signage,true,true,,40.778146,-73.980556,07,6,157,1029901,1011430060,Lincoln Square
18788,19-08-31-044,08/07/2018,24,Riverside Drive,Mn,10023,WEC,Façade work,true,true,,40.782253,-73.984863,07,6,163,1031017,1011840103,Upper West Side
18749,19-08-06-005,08/06/2018,21-25,45th Avenue,Qn,11101,HUP,Ongoing work,true,false,,40.747293,-73.947225,02,26,7,4000634,4000780012,Hunters Point-Sunnyside-West Maspeth
18752,19-08-06-008,08/06/2018,275,Church Street,Mn,10013,TRIE,Installation of awning without permits,false,false,,40.718581,-74.005058,01,1,33,1001926,1001750014,SoHo-TriBeCa-Civic Center-Little Italy
18768,19-08-14-024,08/06/2018,567,Vanderbilt Avenue,Bn,11238,PH,Installation of illuminated signage,true,true,,40.680781,-73.967732,08,35,203,3027659,3011300009,Prospect Heights
18750,19-08-06-006,08/04/2018,374,Adelphi Street,Bn,11238,FG,Replacement of windows. Alterations to façade,true,true,,40.686582,-73.970563,02,35,181,3059450,3021200039,Fort Greene
18751,19-08-06-007,08/04/2018,376,Adelphi Street,Bn,11238,FG,Possible FTM,true,false,,40.686535,-73.970552,02,35,181,3059451,3021200040,Fort Greene
18747,19-08-03-003,08/03/2018,48,Jefferson Street,Bn,11206,NOT DESIGNATED,Removing asbestos,true,true,,40.698646,-73.933228,04,34,391,3072195,3031710013,Bushwick South
18748,19-08-03-004,08/03/2018,1916,Glenwood Road,Bn,11230,FISK,"Replacement of windows, siding, fence, and roof",true,true,,40.632794,-73.958676,14,45,764,3179158,3066940044,Flatbush
18746,19-08-02-002,08/02/2018,146,St. Johns Place,Bn,11217,PS,Installed metal framing,true,true,,40.676872,-73.975207,06,39,159,3019470,3009480017,Park Slope-Gowanus
18745,19-08-02-001,08/01/2018,411,8th Avenue,Mn,10001,NOT DESIGNATED,Unsafe construction site,true,true,,40.749987,-73.995081,04,3,103,1013535,1007540040,Hudson Yards-Chelsea-Flatiron-Union Square
18741,19-07-31-047,07/31/2018,94,Dean Street,Bn,11201,BOEX,Renovation without permits,false,false,,40.687041,-73.98924,02,33,43,3001249,3001940016,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
18742,19-07-31-048,07/31/2018,752,West End Avenue,Mn,10025,RWE2,Ongoing work,true,true,,40.795667,-73.972895,07,6,183,1056066,1018687502,Upper West Side
18743,19-07-31-049,07/31/2018,119,Congress Street,Bn,11201,COB,Demolition of rear addition,true,true,,40.688971,-73.997966,06,39,49,3003109,3002950035,Carroll Gardens-Columbia Street-Red Hook
18738,19-07-30-044,07/30/2018,344,Bowery,Mn,10012,NOHX,Installation of wall art without permits,true,true,,40.726217,-73.991868,02,1,5502,1008487,1005307506,West Village
18739,19-07-30-045,07/30/2018,170,Amity Street,Bn,11201,COB,Installation of door surround in noncompliance,true,true,,40.688685,-73.994198,06,39,45,3003160,3002970013,Carroll Gardens-Columbia Street-Red Hook
18740,19-07-30-046,07/30/2018,29,East 93rd Street,Mn,10128,CARE,Replacement of windows without permits,false,false,,40.785495,-73.956006,08,4,16001,1047113,1015050016,Upper East Side-Carnegie Hill
18732,19-07-26-038,07/26/2018,804,Lenox Avenue,Bn,,NOT DESIGNATED,Electrical work,true,false,,,,,,,,,
18734,19-07-27-040,07/26/2018,137,Hancock Street,Bn,11216,BED,Installation of benches at the treepit,true,true,,40.68245,-73.950832,03,36,245,3052231,3018320056,Bedford
18735,19-07-27-041,07/26/2018,300,Central Park West,Mn,10024,UWS,Installation of Home Depot type door,false,false,,40.788063,-73.967315,07,6,177,1031607,1012040029,Upper West Side
18737,19-07-27-043,07/26/2018,41-26,47th Street,Qn,11104,SUN,Replacement of front steps,true,true,,40.746183,-73.917153,02,26,25301,4001267,4001370047,Hunters Point-Sunnyside-West Maspeth
18733,19-07-27-039,07/25/2018,207,Greene Avenue,Bn,11238,CLIN,Replacement of windows,true,true,,40.68697,-73.963654,02,35,197,3055738,3019510045,Clinton Hill
18736,19-07-27-042,07/25/2018,37-66,82nd Street,Qn,11372,JH,Installation of window signage,false,false,,40.74938,-73.884255,03,21,283,4030021,4012920040,Jackson Heights
18725,19-07-24-031,07/24/2018,58-23,70th Avenue,Qn,11385,RDGC,Demolition of stoop,true,true,,40.700838,-73.901305,05,34,551,4083181,4034750026,Ridgewood
18726,19-07-24-032,07/24/2018,1260,Broadway,Mn,10001,IL,Renovation of commerical space,false,false,,40.7484,-73.988144,05,4,76,1083630,1008340011,Midtown-Midtown South
18722,19-07-23-028,07/23/2018,832,Lincoln Place,Bn,11216,CHN2,Noncompliant stoop work,true,true,,40.67066,-73.948962,08,35,31702,3032671,3012620022,Crown Heights North
18720,19-07-20-026,07/20/2018,41-49,47th Street,Qn,11104,SUN,Replacement of entrance hood,true,true,,40.746158,-73.917138,02,26,25301,4001222,4001360012,Hunters Point-Sunnyside-West Maspeth
18721,19-07-23-027,07/20/2018,45,Tudor City Place,Mn,10017,TC,"Removed copping and gargoyle, new bar at ground floor",false,false,,40.749171,-73.970333,06,4,88,1038660,1013350022,Turtle Bay-East Midtown
18724,19-07-23-030,07/20/2018,219,Clermont Avenue,Bn,11205,FG,Construction of rear addition in noncompliance,false,false,,40.690877,-73.970395,02,35,183,3058566,3020920021,Fort Greene
18731,19-07-25-037,07/20/2018,199,Prince Street,Mn,10012,ST,Installation of signage,false,false,,40.726709,-74.002756,02,3,49,1008081,1005187502,SoHo-TriBeCa-Civic Center-Little Italy
18744,19-07-31-050,07/20/2018,334,South 5th Street,Bn,11211,IL,Rebuilding front entrance,false,false,,40.708486,-73.955786,01,34,527,3335976,3024620002,North Side-South Side
18719,19-07-19-025,07/19/2018,258,Lafayette Avenue,Bn,11238,CLIN,SW work,true,false,,40.688184,-73.965972,02,35,197,3055487,3019450027,Clinton Hill
18717,19-07-18-023,07/18/2018,220,Park Place,Bn,11238,PH,Construction,true,false,,40.67708,-73.970621,08,35,163,3029054,3011640039,Prospect Heights
18718,19-07-18-024,07/18/2018,636,East 19th Street,Bn,11230,FISK,Repaved concrete pathway,false,false,,40.63499,-73.959384,14,45,764,3121343,3052390048,Flatbush
18709,19-07-17-015,07/17/2018,2589,Richmond Avenue,Qn,,NOT DESIGNATED,exploding power,true,false,,,,,,,,,
18710,19-07-17-016,07/17/2018,1511,Brightwater Avenue,Bn,11235,NOT DESIGNATED,Ongoing construction,true,false,,40.575704,-73.954935,13,48,61002,3321780,3087230410,Brighton Beach
18703,19-07-16-009,07/16/2018,36,Grove Street,Mn,10014,GV,Site condition endangering workers,false,false,,40.732698,-74.00464,02,3,73,1010013,1005880015,West Village
